"","REG","RED","Chapter","Article","Part","ShortN","LIMP","IMPMAX","IMPMIN","DISBATMAX","DISBATMIN","RESTOLMAX","RESTOLMIN","ARMAX","ARMIN","LIMMAX","LIMMIN","CORWMAX","CORWMIN","CIVMAX","CIVMIN","DEPRMAX","DEPRMIN","FINEMAX","FINEMIN","CONF","DEPRDOP","DEPRDOPMAX","DEPRDOPMIN","FINEDOP","FINEDOPMAX","FINEDOPMIN","GRADEMAN","GRADEAUTO"
"3790","3821",2017,"VI","197",0,"Стаття 197. Порушення обов'язків щодо охорони майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3791","3822",2017,"VI","198",0,"Стаття 198. Придбання, отримання, зберігання чи збут майна, одержаного кримінально протиправним шляхом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3792","3823",2017,"VII","199",1,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3793","3824",2017,"VII","199",2,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3794","3825",2017,"VII","199",3,"Стаття 199. Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3795","3826",2017,"VII","200",1,"Стаття 200. Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3796","3827",2017,"VII","200",2,"Стаття 200. Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3797","3828",2017,"VII","201",1,"Стаття 201. Контрабанда культурних цінностей та зброї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3798","3829",2017,"VII","201",2,"Стаття 201. Контрабанда культурних цінностей та зброї",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3799","3830",2017,"VII","202",1,"Стаття 202. {Статтю 202 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3800","3831",2017,"VII","202",2,"Стаття 202. {Статтю 202 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3801","3832",2017,"VII","203-1",1,"Стаття 203-1. Незаконний обіг дисків для лазерних систем зчитування, матриць, обладнання та сировини для їх виробництва",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3802","3833",2017,"VII","203-1",2,"Стаття 203-1. Незаконний обіг дисків для лазерних систем зчитування, матриць, обладнання та сировини для їх виробництва",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3803","3834",2017,"VII","203-2",1,"Стаття 203-2. Незаконна діяльність з організації або проведення азартних ігор, лотерей",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3804","3835",2017,"VII","203-2",2,"Стаття 203-2. Незаконна діяльність з організації або проведення азартних ігор, лотерей",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3805","3836",2017,"VII","203",1,"Стаття 203. {Статтю 203 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3806","3837",2017,"VII","203",2,"Стаття 203. {Статтю 203 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3807","3838",2017,"VII","204",1,"Стаття 204. Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних товарів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3808","3839",2017,"VII","204",2,"Стаття 204. Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних товарів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3809","3840",2017,"VII","204",3,"Стаття 204. Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних товарів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3810","3841",2017,"VII","205-1",1,"Стаття 205-1. Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб - підприємців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3811","3842",2017,"VII","205-1",2,"Стаття 205-1. Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб - підприємців",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3812","3843",2017,"VII","205",1,"Стаття 205. {Статтю 205 виключено на підставі Закону № 101-IX від 18.09.2019}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3813","3844",2017,"VII","205",2,"Стаття 205. {Статтю 205 виключено на підставі Закону № 101-IX від 18.09.2019}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3814","3845",2017,"VII","206-2",1,"Стаття 206-2. Протиправне заволодіння майном підприємства, установи, організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3815","3846",2017,"VII","206-2",2,"Стаття 206-2. Протиправне заволодіння майном підприємства, установи, організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3816","3847",2017,"VII","206-2",3,"Стаття 206-2. Протиправне заволодіння майном підприємства, установи, організації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3817","3848",2017,"VII","206",1,"Стаття 206. Протидія законній господарській діяльності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3818","3849",2017,"VII","206",2,"Стаття 206. Протидія законній господарській діяльності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3819","3850",2017,"VII","206",3,"Стаття 206. Протидія законній господарській діяльності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3820","3851",2017,"VII","207",1,"Стаття 207. {Статтю 207 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3821","3852",2017,"VII","207",2,"Стаття 207. {Статтю 207 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3822","3853",2017,"VII","207",3,"Стаття 207. {Статтю 207 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3823","3854",2017,"VII","208",1,"Стаття 208. {Статтю 208 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3824","3855",2017,"VII","209-1",1,"Стаття 209-1. Умисне порушення вимог законодавства про запобігання та протидію легалізації (відмиванню) доходів, одержаних злочинним шляхом, фінансуванню тероризму та фінансуванню розповсюдження зброї масового знищення",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3825","3856",2017,"VII","209-1",2,"Стаття 209-1. Умисне порушення вимог законодавства про запобігання та протидію легалізації (відмиванню) доходів, одержаних злочинним шляхом, фінансуванню тероризму та фінансуванню розповсюдження зброї масового знищення",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3826","3857",2017,"VII","209",1,"Стаття 209. Легалізація (відмивання) майна, одержаного злочинним шляхом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3827","3858",2017,"VII","209",2,"Стаття 209. Легалізація (відмивання) майна, одержаного злочинним шляхом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3828","3859",2017,"VII","209",3,"Стаття 209. Легалізація (відмивання) майна, одержаного злочинним шляхом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3829","3860",2017,"VII","210",1,"Стаття 210. Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3830","3861",2017,"VII","210",2,"Стаття 210. Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3831","3862",2017,"VII","211",1,"Стаття 211. Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3832","3863",2017,"VII","211",2,"Стаття 211. Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3833","3864",2017,"VII","212-1",1,"Стаття 212-1. Ухилення від сплати єдиного внеску на загальнообов'язкове державне соціальне страхування та страхових внесків на загальнообов'язкове державне пенсійне страхування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3834","3865",2017,"VII","212-1",2,"Стаття 212-1. Ухилення від сплати єдиного внеску на загальнообов'язкове державне соціальне страхування та страхових внесків на загальнообов'язкове державне пенсійне страхування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3835","3866",2017,"VII","212-1",3,"Стаття 212-1. Ухилення від сплати єдиного внеску на загальнообов'язкове державне соціальне страхування та страхових внесків на загальнообов'язкове державне пенсійне страхування",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3836","3867",2017,"VII","212",1,"Стаття 212. Ухилення від сплати податків, зборів (обов'язкових платежів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3837","3868",2017,"VII","212",2,"Стаття 212. Ухилення від сплати податків, зборів (обов'язкових платежів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3838","3869",2017,"VII","212",3,"Стаття 212. Ухилення від сплати податків, зборів (обов'язкових платежів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3839","3870",2017,"VII","213",1,"Стаття 213. Порушення порядку здійснення заготівлі металобрухту та операцій з металобрухтом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3840","3871",2017,"VII","213",2,"Стаття 213. Порушення порядку здійснення заготівлі металобрухту та операцій з металобрухтом",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3841","3872",2017,"VII","214",0,"Стаття 214. {Статтю 214 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3842","3873",2017,"VII","215",0,"Стаття 215. {Статтю 215 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3843","3874",2017,"VII","216",1,"Стаття 216. {Статтю 216 виключено на підставі Закону № 1965-IX від 15.12.2021}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3844","3875",2017,"VII","216",2,"Стаття 216. {Статтю 216 виключено на підставі Закону № 1965-IX від 15.12.2021}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3845","3876",2017,"VII","217",1,"Стаття 217. {Статтю 217 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3846","3877",2017,"VII","217",2,"Стаття 217. {Статтю 217 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3847","3878",2017,"VII","218-1",0,"Стаття 218-1. Доведення банку до неплатоспроможності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3848","3879",2017,"VII","218",0,"Стаття 218. {Статтю 218 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3849","3880",2017,"VII","219",0,"Стаття 219. Доведення до банкрутства",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3850","3881",2017,"VII","220-1",1,"Стаття 220-1. Порушення порядку ведення бази даних про вкладників або порядку формування звітності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3851","3882",2017,"VII","220-1",2,"Стаття 220-1. Порушення порядку ведення бази даних про вкладників або порядку формування звітності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3852","3883",2017,"VII","220-1",3,"Стаття 220-1. Порушення порядку ведення бази даних про вкладників або порядку формування звітності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3853","3884",2017,"VII","220-1",4,"Стаття 220-1. Порушення порядку ведення бази даних про вкладників або порядку формування звітності",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3854","3885",2017,"VII","220-2",1,"Стаття 220-2. Фальсифікація фінансових документів та звітності фінансової організації, приховування неплатоспроможності фінансової установи або підстав для відкликання (анулювання) ліцензії фінансової установи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3855","3886",2017,"VII","220",0,"Стаття 220. {Статтю 220 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3856","3887",2017,"VII","221",0,"Стаття 221. {Статтю 221 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3857","3888",2017,"VII","222-1",1,"Стаття 222-1. Маніпулювання на організованих ринках",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3858","3889",2017,"VII","222-1",2,"Стаття 222-1. Маніпулювання на організованих ринках",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3859","3890",2017,"VII","222",1,"Стаття 222. Шахрайство з фінансовими ресурсами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3860","3891",2017,"VII","222",2,"Стаття 222. Шахрайство з фінансовими ресурсами",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3861","3892",2017,"VII","223-1",0,"Стаття 223-1. Підроблення документів, які подаються для реєстрації випуску цінних паперів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3862","3893",2017,"VII","223-2",0,"Стаття 223-2. {Статтю 2232 виключено на підставі Закону № 738-IX від 19.06.2020}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3863","3895",2017,"VII","223",1,"Стаття 223. {Статтю 223 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3864","3896",2017,"VII","223",2,"Стаття 223. {Статтю 223 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3865","3897",2017,"VII","224",1,"Стаття 224. Виготовлення, збут та використання підроблених цінних паперів (крім державних цінних паперів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3866","3898",2017,"VII","224",2,"Стаття 224. Виготовлення, збут та використання підроблених цінних паперів (крім державних цінних паперів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3867","3899",2017,"VII","224",3,"Стаття 224. Виготовлення, збут та використання підроблених цінних паперів (крім державних цінних паперів)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3868","3900",2017,"VII","225",1,"Стаття 225. {Статтю 225 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3869","3901",2017,"VII","225",2,"Стаття 225. {Статтю 225 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3870","3902",2017,"VII","226",1,"Стаття 226. {Статтю 226 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3871","3903",2017,"VII","226",2,"Стаття 226. {Статтю 226 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3872","3904",2017,"VII","227",0,"Стаття 227. Умисне введення в обіг на ринку України (випуск на ринок України) небезпечної продукції",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3873","3905",2017,"VII","228",1,"Стаття 228. {Статтю 228 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3874","3906",2017,"VII","228",2,"Стаття 228. {Статтю 228 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3875","3907",2017,"VII","229",1,"Стаття 229. Незаконне використання знака для товарів і послуг, фірмового найменування, кваліфікованого зазначення походження товару",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3876","3908",2017,"VII","229",2,"Стаття 229. Незаконне використання знака для товарів і послуг, фірмового найменування, кваліфікованого зазначення походження товару",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3877","3909",2017,"VII","229",3,"Стаття 229. Незаконне використання знака для товарів і послуг, фірмового найменування, кваліфікованого зазначення походження товару",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3878","3910",2017,"VII","231",0,"Стаття 231. Незаконне збирання з метою використання або використання відомостей, що становлять комерційну або банківську таємницю",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3879","3912",2017,"VII","232-1",1,"Стаття 232-1. Незаконне використання інсайдерської інформації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3880","3913",2017,"VII","232-1",2,"Стаття 232-1. Незаконне використання інсайдерської інформації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3881","3914",2017,"VII","232-1",3,"Стаття 232-1. Незаконне використання інсайдерської інформації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3882","3915",2017,"VII","232-1",4,"Стаття 232-1. Незаконне використання інсайдерської інформації",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3883","3916",2017,"VII","232-2",1,"Стаття 232-2. Приховування інформації про діяльність емітента",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3884","3917",2017,"VII","232-2",2,"Стаття 232-2. Приховування інформації про діяльність емітента",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3885","3918",2017,"VII","232",0,"Стаття 232. Розголошення комерційної, банківської таємниці або професійної таємниці на ринках капіталу та організованих товарних ринках",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3886","3919",2017,"VII","233",1,"Стаття 233. Незаконна приватизація державного, комунального майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3887","3920",2017,"VII","233",2,"Стаття 233. Незаконна приватизація державного, комунального майна",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3888","3921",2017,"VII","234",1,"Стаття 234.{Статтю 234 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3889","3922",2017,"VII","234",2,"Стаття 234.{Статтю 234 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3890","3923",2017,"VII","234",3,"Стаття 234.{Статтю 234 виключено на підставі Закону № 4025-VI від 15.11.2011}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3891","3924",2017,"VII","235-1",1,"Стаття 235-1.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3892","3925",2017,"VII","235-1",2,"Стаття 235-1.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3893","3926",2017,"VII","235-2",1,"Стаття 235-2.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3894","3927",2017,"VII","235-2",2,"Стаття 235-2.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3895","3928",2017,"VII","235-3",1,"Стаття 235-3.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3896","3929",2017,"VII","235-3",2,"Стаття 235-3.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3897","3930",2017,"VII","235-3",3,"Стаття 235-3.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3898","3931",2017,"VII","235-4",1,"Стаття 235-4.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3899","3932",2017,"VII","235-4",2,"Стаття 235-4.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3900","3933",2017,"VII","235-4",3,"Стаття 235-4.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3901","3934",2017,"VII","235-4",4,"Стаття 235-4.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3902","3935",2017,"VII","235-5",1,"Стаття 235-5.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3903","3936",2017,"VII","235-5",2,"Стаття 235-5.{Розділ VII-А втратив чинність на підставі Закону № 2808-VI від 21.12.2010})}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
